,household_id,income_bracket,age,family_size,sex,prev_interactions,price,purchase,race,state
278439,7734,70k–85k,40,1,M,0,35,1,White,PA
278444,7734,70k–85k,40,1,M,0,30,1,White,PA
278449,7734,70k–85k,40,1,M,0,25,1,White,PA
278454,7734,70k–85k,40,1,M,0,20,1,White,PA
278459,7734,70k–85k,40,1,M,0,15,1,White,PA
278460,7735,70k–85k,28,5,M,0,50,0,White,PA
278465,7735,70k–85k,28,5,M,0,45,0,White,PA
278470,7735,70k–85k,28,5,M,0,40,0,White,PA
278475,7735,70k–85k,28,5,M,0,35,0,White,PA
278480,7735,70k–85k,28,5,M,0,30,0,White,PA
278485,7735,70k–85k,28,5,M,0,25,0,White,PA
278490,7735,70k–85k,28,5,M,0,20,0,White,PA
278495,7735,70k–85k,28,5,M,0,15,1,White,PA
278496,7736,70k–85k,48,2,M,0,50,0,White,PA
278501,7736,70k–85k,48,2,M,0,45,0,White,PA
278506,7736,70k–85k,48,2,M,0,40,1,White,PA
278511,7736,70k–85k,48,2,M,0,35,1,White,PA
278516,7736,70k–85k,48,2,M,0,30,1,White,PA
278521,7736,70k–85k,48,2,M,0,25,1,White,PA
278526,7736,70k–85k,48,2,M,0,20,1,White,PA
278531,7736,70k–85k,48,2,M,0,15,1,White,PA
278532,7737,70k–85k,51,3,M,0,50,0,Black,PA
278537,7737,70k–85k,51,3,M,0,45,0,Black,PA
278542,7737,70k–85k,51,3,M,0,40,0,Black,PA
278547,7737,70k–85k,51,3,M,0,35,0,Black,PA
278552,7737,70k–85k,51,3,M,0,30,0,Black,PA
278557,7737,70k–85k,51,3,M,0,25,0,Black,PA
278562,7737,70k–85k,51,3,M,0,20,0,Black,PA
278567,7737,70k–85k,51,3,M,0,15,0,Black,PA
278568,7738,70k–85k,54,6,F,0,50,0,White,PA
278573,7738,70k–85k,54,6,F,0,45,0,White,PA
278578,7738,70k–85k,54,6,F,0,40,0,White,PA
278583,7738,70k–85k,54,6,F,0,35,0,White,PA
278588,7738,70k–85k,54,6,F,0,30,0,White,PA
278593,7738,70k–85k,54,6,F,0,25,0,White,PA
278598,7738,70k–85k,54,6,F,0,20,0,White,PA
278603,7738,70k–85k,54,6,F,0,15,0,White,PA
278604,7739,70k–85k,47,4,F,0,50,0,Other,PA
278609,7739,70k–85k,47,4,F,0,45,0,Other,PA
278614,7739,70k–85k,47,4,F,0,40,0,Other,PA
278619,7739,70k–85k,47,4,F,0,35,0,Other,PA
278624,7739,70k–85k,47,4,F,0,30,0,Other,PA
278629,7739,70k–85k,47,4,F,0,25,0,Other,PA
278634,7739,70k–85k,47,4,F,0,20,0,Other,PA
278639,7739,70k–85k,47,4,F,0,15,0,Other,PA
278640,7740,70k–85k,66,3,M,1,50,0,White,PA
278645,7740,70k–85k,66,3,M,1,45,0,White,PA
278650,7740,70k–85k,66,3,M,1,40,0,White,PA
278655,7740,70k–85k,66,3,M,1,35,0,White,PA
278660,7740,70k–85k,66,3,M,1,30,0,White,PA
278665,7740,70k–85k,66,3,M,1,25,0,White,PA
278670,7740,70k–85k,66,3,M,1,20,0,White,PA
278675,7740,70k–85k,66,3,M,1,15,0,White,PA
278676,7741,70k–85k,42,4,M,0,50,0,White,PA
278681,7741,70k–85k,42,4,M,0,45,0,White,PA
278686,7741,70k–85k,42,4,M,0,40,0,White,PA
278691,7741,70k–85k,42,4,M,0,35,0,White,PA
278696,7741,70k–85k,42,4,M,0,30,0,White,PA
278701,7741,70k–85k,42,4,M,0,25,0,White,PA
278706,7741,70k–85k,42,4,M,0,20,0,White,PA
278711,7741,70k–85k,42,4,M,0,15,0,White,PA
278712,7742,70k–85k,43,3,M,0,50,0,Black,PA
278717,7742,70k–85k,43,3,M,0,45,0,Black,PA
278722,7742,70k–85k,43,3,M,0,40,0,Black,PA
278727,7742,70k–85k,43,3,M,0,35,0,Black,PA
278732,7742,70k–85k,43,3,M,0,30,0,Black,PA
278737,7742,70k–85k,43,3,M,0,25,0,Black,PA
278742,7742,70k–85k,43,3,M,0,20,1,Black,PA
278747,7742,70k–85k,43,3,M,0,15,1,Black,PA
278748,7743,70k–85k,55,2,F,1,50,0,Hispanic,PA
278753,7743,70k–85k,55,2,F,1,45,0,Hispanic,PA
278758,7743,70k–85k,55,2,F,1,40,0,Hispanic,PA
278763,7743,70k–85k,55,2,F,1,35,0,Hispanic,PA
278768,7743,70k–85k,55,2,F,1,30,0,Hispanic,PA
278773,7743,70k–85k,55,2,F,1,25,0,Hispanic,PA
278778,7743,70k–85k,55,2,F,1,20,0,Hispanic,PA
278783,7743,70k–85k,55,2,F,1,15,1,Hispanic,PA
278784,7744,70k–85k,60,4,M,0,50,0,Other,PA
278789,7744,70k–85k,60,4,M,0,45,0,Other,PA
278794,7744,70k–85k,60,4,M,0,40,0,Other,PA
278799,7744,70k–85k,60,4,M,0,35,0,Other,PA
278804,7744,70k–85k,60,4,M,0,30,0,Other,PA
278809,7744,70k–85k,60,4,M,0,25,0,Other,PA
278814,7744,70k–85k,60,4,M,0,20,0,Other,PA
278819,7744,70k–85k,60,4,M,0,15,0,Other,PA
278820,7745,70k–85k,57,3,M,0,50,0,White,PA
278825,7745,70k–85k,57,3,M,0,45,0,White,PA
278830,7745,70k–85k,57,3,M,0,40,0,White,PA
278835,7745,70k–85k,57,3,M,0,35,0,White,PA
278840,7745,70k–85k,57,3,M,0,30,0,White,PA
278845,7745,70k–85k,57,3,M,0,25,0,White,PA
278850,7745,70k–85k,57,3,M,0,20,0,White,PA
278855,7745,70k–85k,57,3,M,0,15,0,White,PA
278856,7746,70k–85k,39,2,M,0,50,0,White,PA
278861,7746,70k–85k,39,2,M,0,45,0,White,PA
278866,7746,70k–85k,39,2,M,0,40,0,White,PA
278871,7746,70k–85k,39,2,M,0,35,1,White,PA
278876,7746,70k–85k,39,2,M,0,30,1,White,PA
278881,7746,70k–85k,39,2,M,0,25,1,White,PA
278886,7746,70k–85k,39,2,M,0,20,1,White,PA
278891,7746,70k–85k,39,2,M,0,15,1,White,PA
278892,7747,70k–85k,50,8,M,0,50,0,White,PA
278897,7747,70k–85k,50,8,M,0,45,0,White,PA
278902,7747,70k–85k,50,8,M,0,40,0,White,PA
278907,7747,70k–85k,50,8,M,0,35,0,White,PA
278912,7747,70k–85k,50,8,M,0,30,0,White,PA
278917,7747,70k–85k,50,8,M,0,25,0,White,PA
278922,7747,70k–85k,50,8,M,0,20,0,White,PA
278927,7747,70k–85k,50,8,M,0,15,0,White,PA
278928,7748,70k–85k,53,3,M,0,50,0,White,PA
278933,7748,70k–85k,53,3,M,0,45,0,White,PA
278938,7748,70k–85k,53,3,M,0,40,0,White,PA
278943,7748,70k–85k,53,3,M,0,35,0,White,PA
278948,7748,70k–85k,53,3,M,0,30,0,White,PA
278953,7748,70k–85k,53,3,M,0,25,0,White,PA
278958,7748,70k–85k,53,3,M,0,20,0,White,PA
278963,7748,70k–85k,53,3,M,0,15,1,White,PA
278964,7749,70k–85k,41,5,M,0,50,0,White,PA
278969,7749,70k–85k,41,5,M,0,45,0,White,PA
278974,7749,70k–85k,41,5,M,0,40,0,White,PA
278979,7749,70k–85k,41,5,M,0,35,0,White,PA
278984,7749,70k–85k,41,5,M,0,30,0,White,PA
278989,7749,70k–85k,41,5,M,0,25,0,White,PA
278994,7749,70k–85k,41,5,M,0,20,0,White,PA
278999,7749,70k–85k,41,5,M,0,15,0,White,PA
279000,7750,70k–85k,30,5,M,1,50,0,White,PA
279005,7750,70k–85k,30,5,M,1,45,0,White,PA
279010,7750,70k–85k,30,5,M,1,40,0,White,PA
279015,7750,70k–85k,30,5,M,1,35,0,White,PA
279020,7750,70k–85k,30,5,M,1,30,0,White,PA
279025,7750,70k–85k,30,5,M,1,25,0,White,PA
279030,7750,70k–85k,30,5,M,1,20,0,White,PA
279035,7750,70k–85k,30,5,M,1,15,1,White,PA
279036,7751,70k–85k,28,1,M,0,50,1,White,PA
279041,7751,70k–85k,28,1,M,0,45,1,White,PA
279046,7751,70k–85k,28,1,M,0,40,1,White,PA
279051,7751,70k–85k,28,1,M,0,35,1,White,PA
279056,7751,70k–85k,28,1,M,0,30,1,White,PA
279061,7751,70k–85k,28,1,M,0,25,1,White,PA
279066,7751,70k–85k,28,1,M,0,20,1,White,PA
279071,7751,70k–85k,28,1,M,0,15,1,White,PA
279072,7752,70k–85k,45,1,F,6,50,1,White,PA
279077,7752,70k–85k,45,1,F,6,45,1,White,PA
279082,7752,70k–85k,45,1,F,6,40,1,White,PA
279087,7752,70k–85k,45,1,F,6,35,1,White,PA
279092,7752,70k–85k,45,1,F,6,30,1,White,PA
279097,7752,70k–85k,45,1,F,6,25,1,White,PA
279102,7752,70k–85k,45,1,F,6,20,1,White,PA
279107,7752,70k–85k,45,1,F,6,15,1,White,PA
279108,7753,70k–85k,51,5,M,0,50,0,White,PA
279113,7753,70k–85k,51,5,M,0,45,0,White,PA
279118,7753,70k–85k,51,5,M,0,40,0,White,PA
279123,7753,70k–85k,51,5,M,0,35,0,White,PA
279128,7753,70k–85k,51,5,M,0,30,0,White,PA
279133,7753,70k–85k,51,5,M,0,25,0,White,PA
279138,7753,70k–85k,51,5,M,0,20,0,White,PA
279143,7753,70k–85k,51,5,M,0,15,0,White,PA
279144,7754,70k–85k,35,1,F,1,50,1,White,PA
279149,7754,70k–85k,35,1,F,1,45,1,White,PA
279154,7754,70k–85k,35,1,F,1,40,1,White,PA
279159,7754,70k–85k,35,1,F,1,35,1,White,PA
279164,7754,70k–85k,35,1,F,1,30,1,White,PA
279169,7754,70k–85k,35,1,F,1,25,1,White,PA
279174,7754,70k–85k,35,1,F,1,20,1,White,PA
279179,7754,70k–85k,35,1,F,1,15,1,White,PA
279180,7755,70k–85k,31,2,M,0,50,1,White,PA
279185,7755,70k–85k,31,2,M,0,45,1,White,PA
279190,7755,70k–85k,31,2,M,0,40,1,White,PA
279195,7755,70k–85k,31,2,M,0,35,1,White,PA
279200,7755,70k–85k,31,2,M,0,30,1,White,PA
279205,7755,70k–85k,31,2,M,0,25,1,White,PA
279210,7755,70k–85k,31,2,M,0,20,1,White,PA
279215,7755,70k–85k,31,2,M,0,15,1,White,PA
279216,7756,70k–85k,34,1,M,0,50,1,White,PA
279221,7756,70k–85k,34,1,M,0,45,1,White,PA
279226,7756,70k–85k,34,1,M,0,40,1,White,PA
279231,7756,70k–85k,34,1,M,0,35,1,White,PA
279236,7756,70k–85k,34,1,M,0,30,1,White,PA
279241,7756,70k–85k,34,1,M,0,25,1,White,PA
279246,7756,70k–85k,34,1,M,0,20,1,White,PA
279251,7756,70k–85k,34,1,M,0,15,1,White,PA
279252,7757,70k–85k,42,2,M,0,50,0,White,PA
279257,7757,70k–85k,42,2,M,0,45,0,White,PA
279262,7757,70k–85k,42,2,M,0,40,0,White,PA
279267,7757,70k–85k,42,2,M,0,35,0,White,PA
279272,7757,70k–85k,42,2,M,0,30,0,White,PA
279277,7757,70k–85k,42,2,M,0,25,0,White,PA
279282,7757,70k–85k,42,2,M,0,20,1,White,PA
279287,7757,70k–85k,42,2,M,0,15,1,White,PA
279288,7758,70k–85k,50,1,M,0,50,1,White,PA
279293,7758,70k–85k,50,1,M,0,45,1,White,PA
279298,7758,70k–85k,50,1,M,0,40,1,White,PA
279303,7758,70k–85k,50,1,M,0,35,1,White,PA
279308,7758,70k–85k,50,1,M,0,30,1,White,PA
279313,7758,70k–85k,50,1,M,0,25,1,White,PA
279318,7758,70k–85k,50,1,M,0,20,1,White,PA
279323,7758,70k–85k,50,1,M,0,15,1,White,PA
279324,7759,70k–85k,45,2,F,0,50,0,White,PA
279329,7759,70k–85k,45,2,F,0,45,0,White,PA
279334,7759,70k–85k,45,2,F,0,40,0,White,PA
279339,7759,70k–85k,45,2,F,0,35,0,White,PA
279344,7759,70k–85k,45,2,F,0,30,0,White,PA
279349,7759,70k–85k,45,2,F,0,25,0,White,PA
279354,7759,70k–85k,45,2,F,0,20,1,White,PA
279359,7759,70k–85k,45,2,F,0,15,1,White,PA
279360,7760,70k–85k,40,5,M,0,50,0,Unknown,PA
279365,7760,70k–85k,40,5,M,0,45,0,Unknown,PA
279370,7760,70k–85k,40,5,M,0,40,0,Unknown,PA
279375,7760,70k–85k,40,5,M,0,35,0,Unknown,PA
279380,7760,70k–85k,40,5,M,0,30,0,Unknown,PA
279385,7760,70k–85k,40,5,M,0,25,0,Unknown,PA
279390,7760,70k–85k,40,5,M,0,20,0,Unknown,PA
279395,7760,70k–85k,40,5,M,0,15,0,Unknown,PA
279396,7761,70k–85k,57,3,F,0,50,0,White,PA
279401,7761,70k–85k,57,3,F,0,45,0,White,PA
279406,7761,70k–85k,57,3,F,0,40,0,White,PA
279411,7761,70k–85k,57,3,F,0,35,0,White,PA
279416,7761,70k–85k,57,3,F,0,30,0,White,PA
279421,7761,70k–85k,57,3,F,0,25,0,White,PA
279426,7761,70k–85k,57,3,F,0,20,1,White,PA
279431,7761,70k–85k,57,3,F,0,15,1,White,PA
279432,7762,70k–85k,73,1,M,3,50,0,White,PA
279437,7762,70k–85k,73,1,M,3,45,0,White,PA
279442,7762,70k–85k,73,1,M,3,40,0,White,PA
279447,7762,70k–85k,73,1,M,3,35,0,White,PA
279452,7762,70k–85k,73,1,M,3,30,1,White,PA
279457,7762,70k–85k,73,1,M,3,25,1,White,PA
279462,7762,70k–85k,73,1,M,3,20,1,White,PA
279467,7762,70k–85k,73,1,M,3,15,1,White,PA
279468,7763,70k–85k,41,1,M,0,50,0,Black,PA
279473,7763,70k–85k,41,1,M,0,45,1,Black,PA
279478,7763,70k–85k,41,1,M,0,40,1,Black,PA
279483,7763,70k–85k,41,1,M,0,35,1,Black,PA
279488,7763,70k–85k,41,1,M,0,30,1,Black,PA
279493,7763,70k–85k,41,1,M,0,25,1,Black,PA
279498,7763,70k–85k,41,1,M,0,20,1,Black,PA
279503,7763,70k–85k,41,1,M,0,15,1,Black,PA
279504,7764,70k–85k,60,4,F,1,50,0,White,PA
279509,7764,70k–85k,60,4,F,1,45,0,White,PA
279514,7764,70k–85k,60,4,F,1,40,0,White,PA
279519,7764,70k–85k,60,4,F,1,35,0,White,PA
279524,7764,70k–85k,60,4,F,1,30,0,White,PA
279529,7764,70k–85k,60,4,F,1,25,0,White,PA
279534,7764,70k–85k,60,4,F,1,20,0,White,PA
279539,7764,70k–85k,60,4,F,1,15,0,White,PA
279540,7765,70k–85k,32,6,F,0,50,0,White,PA
279545,7765,70k–85k,32,6,F,0,45,0,White,PA
279550,7765,70k–85k,32,6,F,0,40,0,White,PA
279555,7765,70k–85k,32,6,F,0,35,0,White,PA
279560,7765,70k–85k,32,6,F,0,30,0,White,PA
279565,7765,70k–85k,32,6,F,0,25,0,White,PA
279570,7765,70k–85k,32,6,F,0,20,0,White,PA
279575,7765,70k–85k,32,6,F,0,15,0,White,PA
279576,7766,70k–85k,54,2,M,0,50,0,White,PA
279581,7766,70k–85k,54,2,M,0,45,0,White,PA
279586,7766,70k–85k,54,2,M,0,40,0,White,PA
279591,7766,70k–85k,54,2,M,0,35,0,White,PA
279596,7766,70k–85k,54,2,M,0,30,0,White,PA
279601,7766,70k–85k,54,2,M,0,25,1,White,PA
279606,7766,70k–85k,54,2,M,0,20,1,White,PA
279611,7766,70k–85k,54,2,M,0,15,1,White,PA
279612,7767,70k–85k,31,1,F,0,50,1,White,PA
279617,7767,70k–85k,31,1,F,0,45,1,White,PA
279622,7767,70k–85k,31,1,F,0,40,1,White,PA
279627,7767,70k–85k,31,1,F,0,35,1,White,PA
279632,7767,70k–85k,31,1,F,0,30,1,White,PA
279637,7767,70k–85k,31,1,F,0,25,1,White,PA
279642,7767,70k–85k,31,1,F,0,20,1,White,PA
279647,7767,70k–85k,31,1,F,0,15,1,White,PA
279648,7768,70k–85k,36,2,M,0,50,0,White,PA
279653,7768,70k–85k,36,2,M,0,45,0,White,PA
279658,7768,70k–85k,36,2,M,0,40,0,White,PA
279663,7768,70k–85k,36,2,M,0,35,0,White,PA
279668,7768,70k–85k,36,2,M,0,30,0,White,PA
279673,7768,70k–85k,36,2,M,0,25,1,White,PA
279678,7768,70k–85k,36,2,M,0,20,1,White,PA
279683,7768,70k–85k,36,2,M,0,15,1,White,PA
279684,7769,70k–85k,40,2,F,0,50,0,Black,PA
279689,7769,70k–85k,40,2,F,0,45,0,Black,PA
279694,7769,70k–85k,40,2,F,0,40,0,Black,PA
279699,7769,70k–85k,40,2,F,0,35,0,Black,PA
279704,7769,70k–85k,40,2,F,0,30,1,Black,PA
279709,7769,70k–85k,40,2,F,0,25,1,Black,PA
279714,7769,70k–85k,40,2,F,0,20,1,Black,PA
279719,7769,70k–85k,40,2,F,0,15,1,Black,PA
279720,7770,70k–85k,18,2,M,0,50,1,White,PA
279725,7770,70k–85k,18,2,M,0,45,1,White,PA
279730,7770,70k–85k,18,2,M,0,40,1,White,PA
279735,7770,70k–85k,18,2,M,0,35,1,White,PA
279740,7770,70k–85k,18,2,M,0,30,1,White,PA
279745,7770,70k–85k,18,2,M,0,25,1,White,PA
279750,7770,70k–85k,18,2,M,0,20,1,White,PA
279755,7770,70k–85k,18,2,M,0,15,1,White,PA
279756,7771,70k–85k,19,3,M,0,50,0,White,PA
279761,7771,70k–85k,19,3,M,0,45,0,White,PA
279766,7771,70k–85k,19,3,M,0,40,0,White,PA
279771,7771,70k–85k,19,3,M,0,35,1,White,PA
279776,7771,70k–85k,19,3,M,0,30,1,White,PA
279781,7771,70k–85k,19,3,M,0,25,1,White,PA
279786,7771,70k–85k,19,3,M,0,20,1,White,PA
279791,7771,70k–85k,19,3,M,0,15,1,White,PA
279792,7772,70k–85k,30,6,M,0,50,0,White,PA
279797,7772,70k–85k,30,6,M,0,45,0,White,PA
279802,7772,70k–85k,30,6,M,0,40,0,White,PA
279807,7772,70k–85k,30,6,M,0,35,0,White,PA
279812,7772,70k–85k,30,6,M,0,30,0,White,PA
279817,7772,70k–85k,30,6,M,0,25,0,White,PA
279822,7772,70k–85k,30,6,M,0,20,0,White,PA
279827,7772,70k–85k,30,6,M,0,15,0,White,PA
279828,7773,70k–85k,56,1,F,0,50,0,White,PA
279833,7773,70k–85k,56,1,F,0,45,0,White,PA
279838,7773,70k–85k,56,1,F,0,40,0,White,PA
279843,7773,70k–85k,56,1,F,0,35,1,White,PA
279848,7773,70k–85k,56,1,F,0,30,1,White,PA
279853,7773,70k–85k,56,1,F,0,25,1,White,PA
279858,7773,70k–85k,56,1,F,0,20,1,White,PA
279863,7773,70k–85k,56,1,F,0,15,1,White,PA
279864,7774,70k–85k,38,1,F,0,50,1,White,PA
279869,7774,70k–85k,38,1,F,0,45,1,White,PA
279874,7774,70k–85k,38,1,F,0,40,1,White,PA
279879,7774,70k–85k,38,1,F,0,35,1,White,PA
279884,7774,70k–85k,38,1,F,0,30,1,White,PA
279889,7774,70k–85k,38,1,F,0,25,1,White,PA
279894,7774,70k–85k,38,1,F,0,20,1,White,PA
279899,7774,70k–85k,38,1,F,0,15,1,White,PA
279900,7775,70k–85k,51,1,F,1,50,1,White,PA
279905,7775,70k–85k,51,1,F,1,45,1,White,PA
279910,7775,70k–85k,51,1,F,1,40,1,White,PA
279915,7775,70k–85k,51,1,F,1,35,1,White,PA
279920,7775,70k–85k,51,1,F,1,30,1,White,PA
279925,7775,70k–85k,51,1,F,1,25,1,White,PA
279930,7775,70k–85k,51,1,F,1,20,1,White,PA
279935,7775,70k–85k,51,1,F,1,15,1,White,PA
279936,7776,70k–85k,21,3,F,0,50,0,White,PA
279941,7776,70k–85k,21,3,F,0,45,0,White,PA
279946,7776,70k–85k,21,3,F,0,40,0,White,PA
279951,7776,70k–85k,21,3,F,0,35,1,White,PA
279956,7776,70k–85k,21,3,F,0,30,1,White,PA
279961,7776,70k–85k,21,3,F,0,25,1,White,PA
279966,7776,70k–85k,21,3,F,0,20,1,White,PA
279971,7776,70k–85k,21,3,F,0,15,1,White,PA
279972,7777,70k–85k,45,2,M,0,50,0,Hispanic,PA
279977,7777,70k–85k,45,2,M,0,45,0,Hispanic,PA
279982,7777,70k–85k,45,2,M,0,40,0,Hispanic,PA
279987,7777,70k–85k,45,2,M,0,35,0,Hispanic,PA
279992,7777,70k–85k,45,2,M,0,30,0,Hispanic,PA
279997,7777,70k–85k,45,2,M,0,25,1,Hispanic,PA
280002,7777,70k–85k,45,2,M,0,20,1,Hispanic,PA
280007,7777,70k–85k,45,2,M,0,15,1,Hispanic,PA
280008,7778,70k–85k,46,2,M,1,50,0,White,PA
280013,7778,70k–85k,46,2,M,1,45,0,White,PA
280018,7778,70k–85k,46,2,M,1,40,0,White,PA
280023,7778,70k–85k,46,2,M,1,35,1,White,PA
280028,7778,70k–85k,46,2,M,1,30,1,White,PA
280033,7778,70k–85k,46,2,M,1,25,1,White,PA
280038,7778,70k–85k,46,2,M,1,20,1,White,PA
280043,7778,70k–85k,46,2,M,1,15,1,White,PA
280044,7779,70k–85k,29,6,F,0,50,0,White,PA
280049,7779,70k–85k,29,6,F,0,45,0,White,PA
280054,7779,70k–85k,29,6,F,0,40,0,White,PA
280059,7779,70k–85k,29,6,F,0,35,0,White,PA
280064,7779,70k–85k,29,6,F,0,30,0,White,PA
280069,7779,70k–85k,29,6,F,0,25,0,White,PA
280074,7779,70k–85k,29,6,F,0,20,0,White,PA
280079,7779,70k–85k,29,6,F,0,15,0,White,PA
280080,7780,70k–85k,63,1,M,0,50,0,Black,PA
280085,7780,70k–85k,63,1,M,0,45,0,Black,PA
280090,7780,70k–85k,63,1,M,0,40,0,Black,PA
280095,7780,70k–85k,63,1,M,0,35,1,Black,PA
280100,7780,70k–85k,63,1,M,0,30,1,Black,PA
280105,7780,70k–85k,63,1,M,0,25,1,Black,PA
280110,7780,70k–85k,63,1,M,0,20,1,Black,PA
280115,7780,70k–85k,63,1,M,0,15,1,Black,PA
280116,7781,70k–85k,25,6,F,0,50,0,White,PA
280121,7781,70k–85k,25,6,F,0,45,0,White,PA
280126,7781,70k–85k,25,6,F,0,40,0,White,PA
280131,7781,70k–85k,25,6,F,0,35,0,White,PA
280136,7781,70k–85k,25,6,F,0,30,0,White,PA
280141,7781,70k–85k,25,6,F,0,25,0,White,PA
280146,7781,70k–85k,25,6,F,0,20,0,White,PA
280151,7781,70k–85k,25,6,F,0,15,0,White,PA
280152,7782,70k–85k,37,2,M,0,50,0,Hispanic,PA
280157,7782,70k–85k,37,2,M,0,45,0,Hispanic,PA
280162,7782,70k–85k,37,2,M,0,40,0,Hispanic,PA
280167,7782,70k–85k,37,2,M,0,35,0,Hispanic,PA
280172,7782,70k–85k,37,2,M,0,30,1,Hispanic,PA
280177,7782,70k–85k,37,2,M,0,25,1,Hispanic,PA
280182,7782,70k–85k,37,2,M,0,20,1,Hispanic,PA
280187,7782,70k–85k,37,2,M,0,15,1,Hispanic,PA
280188,7783,70k–85k,70,3,F,0,50,0,White,PA
280193,7783,70k–85k,70,3,F,0,45,0,White,PA
280198,7783,70k–85k,70,3,F,0,40,0,White,PA
280203,7783,70k–85k,70,3,F,0,35,0,White,PA
280208,7783,70k–85k,70,3,F,0,30,0,White,PA
280213,7783,70k–85k,70,3,F,0,25,0,White,PA
280218,7783,70k–85k,70,3,F,0,20,0,White,PA
280223,7783,70k–85k,70,3,F,0,15,0,White,PA
280224,7784,70k–85k,29,5,M,0,50,0,Hispanic,PA
280229,7784,70k–85k,29,5,M,0,45,0,Hispanic,PA
280234,7784,70k–85k,29,5,M,0,40,0,Hispanic,PA
280239,7784,70k–85k,29,5,M,0,35,0,Hispanic,PA
280244,7784,70k–85k,29,5,M,0,30,0,Hispanic,PA
280249,7784,70k–85k,29,5,M,0,25,0,Hispanic,PA
280254,7784,70k–85k,29,5,M,0,20,0,Hispanic,PA
280259,7784,70k–85k,29,5,M,0,15,1,Hispanic,PA
280260,7785,70k–85k,33,3,M,0,50,0,White,PA
280265,7785,70k–85k,33,3,M,0,45,0,White,PA
280270,7785,70k–85k,33,3,M,0,40,0,White,PA
280275,7785,70k–85k,33,3,M,0,35,0,White,PA
280280,7785,70k–85k,33,3,M,0,30,0,White,PA
280285,7785,70k–85k,33,3,M,0,25,0,White,PA
280290,7785,70k–85k,33,3,M,0,20,1,White,PA
280295,7785,70k–85k,33,3,M,0,15,1,White,PA
280296,7786,70k–85k,42,1,M,0,50,1,White,PA
280301,7786,70k–85k,42,1,M,0,45,1,White,PA
280306,7786,70k–85k,42,1,M,0,40,1,White,PA
280311,7786,70k–85k,42,1,M,0,35,1,White,PA
280316,7786,70k–85k,42,1,M,0,30,1,White,PA
280321,7786,70k–85k,42,1,M,0,25,1,White,PA
280326,7786,70k–85k,42,1,M,0,20,1,White,PA
280331,7786,70k–85k,42,1,M,0,15,1,White,PA
280332,7787,70k–85k,24,3,F,0,50,0,Hispanic,PA
280337,7787,70k–85k,24,3,F,0,45,0,Hispanic,PA
280342,7787,70k–85k,24,3,F,0,40,0,Hispanic,PA
280347,7787,70k–85k,24,3,F,0,35,1,Hispanic,PA
280352,7787,70k–85k,24,3,F,0,30,1,Hispanic,PA
280357,7787,70k–85k,24,3,F,0,25,1,Hispanic,PA
280362,7787,70k–85k,24,3,F,0,20,1,Hispanic,PA
280367,7787,70k–85k,24,3,F,0,15,1,Hispanic,PA
280368,7788,70k–85k,47,4,M,4,50,0,Hispanic,PA
280373,7788,70k–85k,47,4,M,4,45,0,Hispanic,PA
280378,7788,70k–85k,47,4,M,4,40,0,Hispanic,PA
280383,7788,70k–85k,47,4,M,4,35,0,Hispanic,PA
280388,7788,70k–85k,47,4,M,4,30,0,Hispanic,PA
280393,7788,70k–85k,47,4,M,4,25,0,Hispanic,PA
280398,7788,70k–85k,47,4,M,4,20,0,Hispanic,PA
280403,7788,70k–85k,47,4,M,4,15,0,Hispanic,PA
280404,7789,70k–85k,19,1,F,0,50,1,Pacific,PA
280409,7789,70k–85k,19,1,F,0,45,1,Pacific,PA
280414,7789,70k–85k,19,1,F,0,40,1,Pacific,PA
280419,7789,70k–85k,19,1,F,0,35,1,Pacific,PA
280424,7789,70k–85k,19,1,F,0,30,1,Pacific,PA
280429,7789,70k–85k,19,1,F,0,25,1,Pacific,PA
280434,7789,70k–85k,19,1,F,0,20,1,Pacific,PA
280439,7789,70k–85k,19,1,F,0,15,1,Pacific,PA
280440,7790,70k–85k,40,2,M,2,50,0,White,PA
280445,7790,70k–85k,40,2,M,2,45,0,White,PA
280450,7790,70k–85k,40,2,M,2,40,0,White,PA
280455,7790,70k–85k,40,2,M,2,35,1,White,PA
280460,7790,70k–85k,40,2,M,2,30,1,White,PA
280465,7790,70k–85k,40,2,M,2,25,1,White,PA
280470,7790,70k–85k,40,2,M,2,20,1,White,PA
280475,7790,70k–85k,40,2,M,2,15,1,White,PA
280476,7791,70k–85k,58,3,M,0,50,0,White,PA
280481,7791,70k–85k,58,3,M,0,45,0,White,PA
280486,7791,70k–85k,58,3,M,0,40,0,White,PA
280491,7791,70k–85k,58,3,M,0,35,0,White,PA
280496,7791,70k–85k,58,3,M,0,30,0,White,PA
280501,7791,70k–85k,58,3,M,0,25,0,White,PA
280506,7791,70k–85k,58,3,M,0,20,1,White,PA
280511,7791,70k–85k,58,3,M,0,15,1,White,PA
280512,7792,70k–85k,48,1,M,0,50,0,White,PA
280517,7792,70k–85k,48,1,M,0,45,1,White,PA
280522,7792,70k–85k,48,1,M,0,40,1,White,PA
280527,7792,70k–85k,48,1,M,0,35,1,White,PA
280532,7792,70k–85k,48,1,M,0,30,1,White,PA
280537,7792,70k–85k,48,1,M,0,25,1,White,PA
280542,7792,70k–85k,48,1,M,0,20,1,White,PA
280547,7792,70k–85k,48,1,M,0,15,1,White,PA
280548,7793,70k–85k,40,3,F,0,50,0,White,PA
280553,7793,70k–85k,40,3,F,0,45,0,White,PA
